0	52.6316	105.263	157.895	210.526	263.158	315.789	368.421	421.053	473.684	526.316	578.947	631.579	684.211	736.842	789.474	842.105	894.737	947.368	1000
5	9.07322	8.47732	8.32563	8.39336	8.42573	8.41932	8.41364	8.41397	8.41493	8.41505	8.41496	8.41497	8.41502	8.41505	8.41508	8.4151	8.41512	8.41514	8.41516
10	1.13002	1.19378	1.12507	1.10505	1.11275	1.11689	1.11634	1.11574	1.11583	1.11601	1.11608	1.11612	1.11616	1.1162	1.11624	1.11628	1.11631	1.11634	1.11637
10	10.9198	12.9044	14.8709	16.7865	18.696	20.6117	22.5281	24.4428	26.3565	28.2697	30.1825	32.0949	34.0068	35.9184	37.8297	39.7407	41.6514	43.5619	45.4722
0.001	0.0918921	0.103452	0.132748	0.142124	0.141453	0.142418	0.144183	0.145252	0.145818	0.146277	0.146719	0.147124	0.147496	0.147843	0.148172	0.148484	0.14878	0.14906	0.149326
3	0.0322402	0.0390519	0.0439668	0.0434022	0.0427141	0.0429608	0.043327	0.0435443	0.0437059	0.0438697	0.0440316	0.0441836	0.0443263	0.0444617	0.0445902	0.044712	0.0448274	0.0449366	0.04504
1	0.0748275	0.125788	0.154612	0.163268	0.164589	0.164604	0.164613	0.164606	0.164574	0.164552	0.164546	0.164546	0.164548	0.16455	0.164552	0.164555	0.164557	0.164559	0.164561
0.0002	0.253441	0.292488	0.326359	0.324545	0.320219	0.32184	0.324486	0.326215	0.327542	0.328859	0.330155	0.331376	0.332525	0.333613	0.334645	0.335622	0.336547	0.337422	0.33825
7	4.00842	4.23562	4.15916	4.12033	4.13508	4.15034	4.15769	4.16392	4.17107	4.17822	4.18493	4.19124	4.19723	4.20292	4.2083	4.21338	4.21817	4.22269	4.22696
0.5	0.864466	0.987886	1.11366	1.10774	1.08839	1.0904	1.09689	1.10029	1.10227	1.10431	1.1064	1.10835	1.11016	1.11187	1.1135	1.11504	1.11649	1.11787	1.11917
1	0.839454	0.838557	0.968585	0.969162	0.942901	0.939958	0.945423	0.948761	0.950541	0.952366	0.954334	0.956213	0.957963	0.959616	0.961188	0.962679	0.96409	0.965424	0.966687
3	0.97181	1.24667	1.34564	1.29705	1.27784	1.28832	1.29865	1.30412	1.30861	1.31338	1.31804	1.32239	1.32646	1.33034	1.33401	1.33748	1.34077	1.34387	1.34681
0.0004	1.19607	1.52094	1.67365	1.61554	1.58697	1.59879	1.61213	1.61912	1.62459	1.63042	1.63615	1.6415	1.64651	1.65126	1.65577	1.66004	1.66408	1.6679	1.67151
6	3.09576	1.7904	1.24593	1.0043	0.890941	0.844429	0.830738	0.830613	0.835829	0.84334	0.851779	0.860421	0.868921	0.877137	0.885011	0.892524	0.899671	0.906458	0.912896
0.3	0.785581	0.787563	0.788947	0.788082	0.786663	0.785428	0.784291	0.783161	0.782057	0.78101	0.780023	0.779093	0.778218	0.777396	0.776624	0.7759	0.77522	0.774583	0.773985
0.3	1.11033	1.36201	1.5012	1.60971	1.69909	1.77327	1.83861	1.89882	1.95504	2.00771	2.05718	2.10375	2.14762	2.18896	2.22792	2.26464	2.29926	2.33188	2.36263
0.3	0.2649	0.26206	0.269101	0.280536	0.29417	0.308559	0.3229	0.336867	0.350331	0.363228	0.375528	0.387225	0.398327	0.408851	0.418814	0.428239	0.437149	0.445568	0.45352
0.08	0.587759	0.543041	0.55174	0.561762	0.564064	0.56477	0.566539	0.568691	0.5707	0.572573	0.574374	0.576104	0.577749	0.579309	0.580786	0.582185	0.583508	0.584759	0.58594
0.1	0.995976	1.28399	1.384	1.46084	1.51033	1.53043	1.53626	1.53767	1.53739	1.5361	1.53429	1.53233	1.53039	1.52851	1.52671	1.52501	1.52339	1.52187	1.52043
3.16228e-06	1.78992e-06	1.44841e-06	1.57019e-06	1.64629e-06	1.63548e-06	1.62214e-06	1.62187e-06	1.62366e-06	1.62374e-06	1.62332e-06	1.62312e-06	1.62304e-06	1.62295e-06	1.62286e-06	1.62278e-06	1.62271e-06	1.62264e-06	1.62258e-06	1.62252e-06
0.1	0.352931	0.656102	0.905271	1.10979	1.25659	1.35217	1.41326	1.45238	1.47714	1.49265	1.50238	1.50857	1.51259	1.51529	1.51717	1.51855	1.51962	1.52048	1.52122
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	9.07444	8.47867	8.327	8.39471	8.42707	8.42066	8.41498	8.41531	8.41628	8.41639	8.4163	8.41631	8.41636	8.41639	8.41642	8.41644	8.41647	8.41649	8.41651
1e-06	1.06346e-06	1.08731e-06	1.07823e-06	1.07289e-06	1.07363e-06	1.07456e-06	1.07458e-06	1.07445e-06	1.07445e-06	1.07447e-06	1.07449e-06	1.07449e-06	1.0745e-06	1.07451e-06	1.07451e-06	1.07452e-06	1.07452e-06	1.07453e-06	1.07453e-06
4e-08	3.78848e-08	3.70896e-08	3.73925e-08	3.75703e-08	3.75456e-08	3.75148e-08	3.75142e-08	3.75183e-08	3.75185e-08	3.75175e-08	3.75171e-08	3.75169e-08	3.75167e-08	3.75165e-08	3.75163e-08	3.75161e-08	3.75159e-08	3.75158e-08	3.75157e-08
0.3	0.0280916	0.014125	0.0158177	0.0179204	0.017885	0.0175359	0.0174922	0.0175345	0.0175423	0.0175331	0.0175276	0.0175256	0.0175238	0.0175217	0.0175197	0.017518	0.0175165	0.0175151	0.0175138
0.2	0.0876981	0.144248	0.16503	0.17014	0.170669	0.170642	0.170654	0.170641	0.170612	0.170597	0.170594	0.170595	0.170596	0.170598	0.1706	0.170602	0.170604	0.170606	0.170607
0.8	0.0584219	0.0537756	0.0546026	0.0556095	0.0558469	0.0559155	0.056089	0.0563021	0.0565014	0.056687	0.0568654	0.0570368	0.0571999	0.0573545	0.0575009	0.0576396	0.0577707	0.0578946	0.0580117
0.1	0.885816	0.859132	0.857305	0.871759	0.875358	0.873816	0.873074	0.873188	0.873287	0.873256	0.873215	0.873196	0.873183	0.873169	0.873156	0.873145	0.873134	0.873125	0.873116
0	30.4315	59.9217	88.1781	116.464	144.96	173.482	201.976	230.463	258.955	287.448	315.941	344.434	372.928	401.422	429.917	458.412	486.907	515.403	543.899
0	0.912608	0.852973	0.832733	0.838667	0.842602	0.842176	0.841527	0.841518	0.841621	0.84164	0.841631	0.84163	0.841635	0.841639	0.841642	0.841644	0.841646	0.841649	0.841651
