0	52.6316	105.263	157.895	210.526	263.158	315.789	368.421	421.053	473.684	526.316	578.947	631.579	684.211	736.842	789.474	842.105	894.737	947.368	1000
5	9.1339	8.37191	8.3004	8.40666	8.43134	8.41805	8.4127	8.41413	8.41517	8.41513	8.415	8.41503	8.41508	8.41511	8.41513	8.41515	8.41517	8.41519	8.41521
10	1.22797	1.20679	1.11289	1.10187	1.11433	1.11768	1.11629	1.1157	1.11593	1.11612	1.11617	1.1162	1.11624	1.11628	1.11632	1.11635	1.11637	1.1164	1.11642
10	11.0479	13.0842	15.0472	16.9536	18.8625	20.7795	22.6962	24.6108	26.5245	28.4377	30.3506	32.263	34.1749	36.0866	37.9979	39.9089	41.8197	43.7302	45.6406
0.001	0.0890132	0.11122	0.147081	0.152478	0.15012	0.151854	0.154262	0.155466	0.155982	0.156319	0.156553	0.15667	0.1567	0.156674	0.156613	0.156528	0.156426	0.156316	0.156201
3	0.0375018	0.0462213	0.0496392	0.0472464	0.0463137	0.0467553	0.0472183	0.0474442	0.0475819	0.0476911	0.0477639	0.0477999	0.047809	0.0478	0.0477783	0.0477478	0.0477116	0.047672	0.0476307
1	0.076113	0.130046	0.1584	0.16506	0.165229	0.16488	0.164761	0.164676	0.164602	0.164565	0.164554	0.164553	0.164553	0.164555	0.164557	0.164559	0.164561	0.164562	0.164564
0.0002	0.288149	0.34136	0.368272	0.355632	0.349849	0.352885	0.356234	0.357954	0.358971	0.35973	0.360215	0.360432	0.360453	0.360341	0.360139	0.359874	0.359569	0.359241	0.358903
7	4.16134	4.35289	4.25813	4.25959	4.30255	4.32616	4.33408	4.33868	4.34231	4.34425	4.34467	4.34417	4.3431	4.34165	4.33994	4.33809	4.33617	4.33422	4.33229
0.5	0.965716	1.12297	1.20588	1.15699	1.12939	1.1341	1.14206	1.14575	1.14785	1.1497	1.1511	1.15194	1.15236	1.15248	1.15239	1.15216	1.15183	1.15143	1.15099
1	0.936775	0.983151	1.07476	1.02357	0.9823	0.980687	0.987749	0.991484	0.993499	0.995339	0.996851	0.997826	0.998352	0.998571	0.99857	0.998408	0.998133	0.997784	0.997388
3	1.2049	1.51204	1.50137	1.40025	1.37984	1.39579	1.40754	1.41289	1.4168	1.42008	1.42223	1.42332	1.42367	1.42351	1.42298	1.4222	1.42125	1.42019	1.41909
0.0004	1.47038	1.85777	1.87521	1.74335	1.71085	1.72966	1.74501	1.75191	1.75677	1.76092	1.76371	1.76516	1.76567	1.76553	1.76493	1.764	1.76287	1.76159	1.76025
6	3.21104	2.03617	1.53682	1.28795	1.15966	1.103	1.08296	1.0782	1.07921	1.08207	1.08495	1.08698	1.08793	1.08788	1.087	1.08547	1.08347	1.08116	1.07866
0.3	0.778825	0.774123	0.77039	0.766334	0.763318	0.761468	0.760292	0.759512	0.759032	0.758784	0.758703	0.758735	0.758845	0.759009	0.759208	0.759428	0.75966	0.759896	0.760131
0.3	3.39508	3.49761	3.51175	3.50796	3.48846	3.45793	3.42419	3.39095	3.35911	3.32893	3.30056	3.27404	3.24926	3.22611	3.20448	3.18423	3.16526	3.14747	3.13079
0.3	0.36922	0.454675	0.520954	0.570919	0.607844	0.634165	0.652134	0.663791	0.670782	0.674363	0.675485	0.674868	0.673047	0.670416	0.667264	0.6638	0.660173	0.656491	0.652827
0.08	0.568529	0.550994	0.581816	0.602703	0.609413	0.612624	0.615539	0.617614	0.618734	0.619236	0.619372	0.619255	0.618956	0.618536	0.61804	0.617501	0.616939	0.616372	0.615809
0.1	0.874502	1.14325	1.28479	1.39803	1.45867	1.47936	1.48482	1.4864	1.48659	1.48607	1.48545	1.48503	1.48486	1.4849	1.48509	1.4854	1.48579	1.48624	1.48671
3.16228e-06	1.55669e-06	1.38874e-06	1.59459e-06	1.65956e-06	1.63298e-06	1.61964e-06	1.62175e-06	1.62383e-06	1.62359e-06	1.62309e-06	1.62293e-06	1.62288e-06	1.62279e-06	1.6227e-06	1.62263e-06	1.62256e-06	1.6225e-06	1.62245e-06	1.6224e-06
0.1	0.314489	0.582882	0.840541	1.0711	1.24067	1.35224	1.42409	1.46986	1.49828	1.51543	1.52559	1.53148	1.53479	1.53655	1.5374	1.53771	1.53772	1.53756	1.53731
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	9.13512	8.37328	8.30177	8.408	8.43268	8.4194	8.41404	8.41547	8.41652	8.41647	8.41634	8.41637	8.41642	8.41646	8.41648	8.4165	8.41652	8.41654	8.41655
1e-06	1.0792e-06	1.09204e-06	1.07649e-06	1.07198e-06	1.07381e-06	1.07473e-06	1.07458e-06	1.07444e-06	1.07446e-06	1.07449e-06	1.0745e-06	1.07451e-06	1.07451e-06	1.07452e-06	1.07452e-06	1.07453e-06	1.07453e-06	1.07453e-06	1.07454e-06
4e-08	3.73601e-08	3.6932e-08	3.74504e-08	3.76005e-08	3.75398e-08	3.7509e-08	3.75139e-08	3.75187e-08	3.75181e-08	3.7517e-08	3.75166e-08	3.75165e-08	3.75163e-08	3.75161e-08	3.75159e-08	3.75158e-08	3.75156e-08	3.75155e-08	3.75154e-08
3	0.0294949	0.0124661	0.0161893	0.0183166	0.0178641	0.0174702	0.0174827	0.0175391	0.01754	0.0175279	0.0175232	0.0175218	0.0175201	0.0175181	0.0175163	0.0175148	0.0175134	0.0175122	0.0175111
0.2	0.0896444	0.148485	0.167989	0.171356	0.171096	0.170843	0.170763	0.17069	0.170632	0.170607	0.170601	0.1706	0.170601	0.170602	0.170604	0.170606	0.170607	0.170609	0.17061
0.08	0.0564675	0.0545115	0.0575498	0.0596508	0.0603309	0.0606501	0.0609396	0.061147	0.0612594	0.06131	0.061324	0.0613127	0.0612834	0.061242	0.061193	0.0611397	0.0610842	0.061028	0.0609722
0.1	0.849469	0.836487	0.85426	0.873959	0.875849	0.873488	0.872924	0.87319	0.873281	0.873227	0.873185	0.87317	0.873159	0.873146	0.873133	0.873123	0.873113	0.873105	0.873097
0	35.6263	64.8445	92.8732	121.176	149.72	178.256	206.755	235.251	263.754	292.257	320.76	349.263	377.765	406.268	434.771	463.273	491.776	520.278	548.781
0	0.925329	0.842305	0.829279	0.839866	0.843294	0.842085	0.841418	0.841526	0.841647	0.841649	0.841635	0.841636	0.841642	0.841645	0.841647	0.841649	0.841651	0.841653	0.841655
0	2.85294	2.76428	2.7986	2.81909	2.81594	2.81237	2.81236	2.81286	2.81289	2.81279	2.81275	2.81273	2.81272	2.8127	2.81269	2.81268	2.81267	2.81266	2.81265
0	22.0663	30.2364	30.0675	28.6386	28.4862	28.6771	28.7258	28.7051	28.6976	28.702	28.7056	28.707	28.708	28.7091	28.7102	28.7111	28.7119	28.7127	28.7133
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
8	7.72911	7.48805	7.17242	7.0488	7.03949	7.04272	7.03959	7.03711	7.03682	7.0371	7.03723	7.03729	7.03736	7.03744	7.03752	7.03758	7.03764	7.03769	7.03774
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
0.2	3.92564	3.98107	3.84829	3.76905	3.75498	3.75617	3.75503	3.75347	3.75303	3.7531	3.75318	3.75321	3.75325	3.75329	3.75333	3.75337	3.7534	3.75343	3.75345
0.2	1.14636	1.69925	1.86381	1.88564	1.88128	1.87905	1.87826	1.87745	1.87688	1.87665	1.8766	1.8766	1.87661	1.87663	1.87665	1.87667	1.87668	1.8767	1.87671
0.1	2.8692	3.92543	4.61555	5.13477	5.49243	5.72096	5.86836	5.96565	6.02941	6.07019	6.09549	6.11041	6.11835	6.12155	6.12156	6.11946	6.11598	6.11164	6.10678
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
0.00025	0.000141327	0.00014783	0.00013379	0.000130465	0.000132248	0.000132988	0.000132825	0.000132705	0.000132728	0.000132759	0.000132768	0.000132772	0.000132778	0.000132784	0.000132789	0.000132793	0.000132797	0.000132801	0.000132804
